date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change
2025-06-11,META,693.61,HOLD,0.7,30,659.36,71.76,38.86,118.63,28.48,27.19,1.3,708.0,659.36,610.72,2,2,2,2,1,1,-1
2025-06-10,META,701.86,HOLD,0.7,30,657.45,76.67,39.68,141.52,28.4,26.14,2.26,703.5,657.45,611.41,2,2,1,1,1,2,1
2025-06-09,META,693.53,HOLD,0.7,30,654.31,74.84,36.8,163.91,27.57,25.41,2.16,696.2,654.31,612.42,1,1,1,1,1,1,0
2025-06-06,META,697.17,HOLD,0.7,30,649.23,76.4,42.66,191.51,28.23,26.36,1.87,695.27,649.23,603.2,1,1,1,1,1,1,0
2025-06-05,META,684.09,HOLD,0.7,30,644.25,73.81,41.84,184.18,26.95,25.89,1.06,690.02,644.25,598.48,1,1,1,1,1,1,0
2025-06-04,META,687.42,HOLD,0.7,30,639.87,75.78,41.2,184.34,26.26,25.63,0.63,686.33,639.87,593.4,1,1,1,1,1,1,1
2025-06-03,META,666.34,HOLD,0.7,30,634.84,71.42,43.41,141.39,25.16,26.05,-0.89,681.4,634.84,588.28,1,1,1,1,1,1,1
2025-06-02,META,670.38,HOLD,0.7,30,631.46,73.0,32.47,119.14,23.73,24.48,-0.74,678.19,631.46,584.73,2,1,1,1,1,1,0
2025-05-30,META,646.99,HOLD,0.7,30,627.77,65.45,25.76,54.57,20.52,21.71,-1.19,673.26,627.77,582.28,2,1,1,1,1,1,0
2025-05-29,META,644.55,HOLD,0.7,30,624.01,64.72,25.96,66.28,20.94,22.01,-1.06,674.67,624.01,573.35,1,1,1,1,1,1,0
2025-05-28,META,643.09,BUY,0.8,60,619.21,64.3,25.69,68.52,21.43,22.27,-0.85,678.6,619.21,559.82,1,1,1,1,1,1,0
2025-05-27,META,641.83,HOLD,0.7,30,614.76,63.94,23.11,58.67,21.86,22.39,-0.53,679.44,614.76,550.07,1,-1,0,-1,-1,-1,1
2025-05-26,META,626.58,HOLD,0.7,30,610.13,58.93,21.63,38.28,21.09,20.79,0.3,679.47,610.13,540.79,1,1,0,0,1,0,0
2025-05-23,META,626.58,HOLD,0.7,30,610.13,58.53,22.79,38.28,20.41,19.6,0.82,679.47,610.13,540.79,1,1,1,1,0,1,0
2025-05-22,META,636.08,HOLD,0.7,30,606.14,62.86,23.07,64.01,21.99,19.39,2.6,680.25,606.14,532.04,1,1,1,1,1,1,0
2025-05-21,META,635.01,HOLD,0.6,30,600.98,62.57,22.84,73.25,22.72,18.74,3.98,680.25,600.98,521.71,2,-1,-1,-1,-1,-1,-1
2025-05-20,META,636.61,BUY,0.9,30,595.22,63.53,22.46,78.94,24.37,18.97,5.39,680.28,595.22,510.16,2,2,2,2,1,2,1
2025-05-19,META,639.94,HOLD,0.7,30,588.38,65.0,22.85,85.14,25.26,18.13,7.13,680.7,588.38,496.07,0,0,0,0,0,0,0
2025-05-16,META,639.85,SELL,0.9,30,580.6,64.66,24.38,88.0,24.54,15.25,9.29,680.18,580.6,481.02,2,-2,-2,-2,-1,-2,1
2025-05-15,META,643.38,HOLD,0.7,30,573.66,65.94,24.31,111.66,24.04,12.92,11.12,675.08,573.66,472.24,1,-1,-1,-1,-1,-1,1
2025-05-14,META,658.85,HOLD,0.7,30,566.59,71.72,23.54,141.74,22.7,10.14,12.56,667.3,566.59,465.88,1,0,0,0,1,0,0
2025-05-13,META,655.53,HOLD,0.7,30,559.7,71.16,22.19,155.06,18.98,6.85,12.12,652.79,559.7,466.62,2,2,2,2,2,2,1
2025-05-12,META,638.94,HOLD,0.7,20,553.48,68.71,20.49,149.76,15.14,4.9,10.24,636.17,553.48,470.8,2,2,2,2,1,2,1
2025-05-09,META,592.03,BUY,0.9,80,548.69,58.84,18.25,102.54,10.47,1.92,8.55,621.53,548.69,475.85,2,2,1,1,1,2,0
2025-05-08,META,597.55,BUY,0.9,80,546.38,60.85,17.44,127.4,9.58,-0.22,9.8,616.46,546.38,476.31,1,1,1,1,1,1,0
2025-05-07,META,596.35,BUY,0.9,80,545.77,60.58,16.26,128.1,7.76,-2.67,10.43,614.25,545.77,477.3,2,2,2,2,2,2,1
2025-05-06,META,586.86,BUY,0.9,80,541.46,58.02,16.04,131.59,4.28,-6.86,11.15,607.47,541.46,475.44,2,1,1,1,1,1,0
2025-05-05,META,598.81,BUY,0.9,80,537.91,61.84,17.17,167.22,2.02,-9.79,11.81,601.36,537.91,474.46,2,2,1,1,2,2,1
2025-05-02,META,596.56,BUY,0.9,80,533.18,60.91,18.6,180.39,-3.08,-14.33,11.24,591.67,533.18,474.7,2,2,1,1,1,1,0
2025-05-01,META,571.77,BUY,0.9,80,529.92,55.66,18.27,165.13,-8.04,-17.14,9.09,580.66,529.92,479.17,2,2,2,2,1,2,0
2025-04-30,META,548.58,BUY,0.8,40,530.5,49.79,18.24,40.92,-11.73,-19.41,7.68,583.39,530.5,477.61,2,1,2,2,1,1,0
2025-04-29,META,554.01,BUY,0.8,40,532.35,51.09,17.22,59.3,-14.45,-22.01,7.56,590.01,532.35,474.69,1,1,1,1,1,1,0
2025-04-28,META,549.32,HOLD,0.6,20,533.45,50.03,19.77,48.17,-17.2,-23.19,5.98,593.49,533.45,473.4,1,0,0,0,1,0,-1
2025-04-25,META,546.85,BUY,0.8,40,534.79,49.33,18.87,25.95,-20.88,-25.12,4.25,597.36,534.79,472.23,2,2,2,2,1,2,0
2025-04-24,META,532.74,HOLD,0.7,20,537.56,45.93,20.02,-23.95,-24.54,-26.19,1.64,606.56,537.56,468.55,1,-1,-1,-1,0,-1,-1
2025-04-23,META,519.87,HOLD,0.7,20,541.45,42.67,21.25,-39.0,-27.43,-26.6,-0.83,617.35,541.45,465.55,2,1,2,2,0,1,-1
2025-04-22,META,499.9,SELL,0.9,30,546.74,37.09,25.18,-94.19,-30.04,-27.25,-2.79,630.29,546.74,463.2,2,-2,-1,-1,-2,-1,-1
2025-04-21,META,484.29,HOLD,0.8,20,552.67,32.36,26.95,-124.39,-30.61,-27.16,-3.45,638.85,552.67,466.49,1,-1,-1,-1,-1,-1,1
2025-04-18,META,501.09,SELL,0.9,30,558.24,34.77,28.24,-108.73,-29.61,-27.55,-2.06,640.33,558.24,476.15,2,-1,-1,-1,0,-1,-2
2025-04-17,META,501.09,SELL,0.9,30,558.24,34.77,28.24,-108.73,-29.61,-27.55,-2.06,640.33,558.24,476.15,1,-1,-1,-1,-1,-1,1
2025-04-16,META,501.92,SELL,0.9,30,562.47,34.89,28.72,-118.46,-28.6,-27.03,-1.57,640.97,562.47,483.96,2,-2,-1,-1,-2,-1,-2
2025-04-15,META,521.12,HOLD,0.7,20,566.55,37.69,31.38,-89.12,-27.82,-27.91,0.09,640.4,566.55,492.71,2,0,1,1,0,0,-1
2025-04-14,META,531.07,SELL,0.9,30,569.59,39.39,29.52,-70.39,-27.04,-27.55,0.51,640.66,569.59,498.52,2,-2,-1,-1,-1,-2,-2
2025-04-11,META,543.15,SELL,0.8,30,573.26,41.49,28.72,-77.56,-26.63,-27.1,0.47,643.56,573.26,502.95,2,-1,-1,-1,-1,-1,1
2025-04-10,META,545.87,HOLD,0.7,20,576.46,41.92,29.95,-53.82,-27.46,-27.22,-0.24,646.81,576.46,506.1,2,1,1,1,1,1,0
2025-04-09,META,585.32,HOLD,0.7,20,578.65,48.88,31.47,-50.52,-28.4,-27.16,-1.24,647.77,578.65,509.52,2,-1,-1,-1,-1,-1,1
2025-04-08,META,510.06,HOLD,0.8,20,580.31,27.66,33.05,-155.84,-33.08,-26.65,-6.43,651.56,580.31,509.06,1,-1,-1,-1,-1,-1,-1
2025-04-07,META,515.85,HOLD,0.8,20,585.04,28.55,31.19,-212.11,-30.95,-24.9,-6.05,649.22,585.04,520.86,1,1,0,1,1,1,0
2025-04-04,META,504.34,HOLD,0.8,20,589.1,24.53,26.37,-294.47,-27.93,-22.56,-5.37,645.0,589.1,533.2,1,0,0,0,0,0,0
2025-04-03,META,531.21,SELL,0.9,30,595.11,28.17,24.67,-247.8,-23.17,-21.21,-1.95,637.49,595.11,552.74,2,-2,-2,-2,-2,-2,-2
2025-04-02,META,583.48,SELL,0.8,30,599.9,38.5,23.58,-83.17,-19.48,-20.72,1.24,632.9,599.9,566.89,2,-1,-1,-1,0,-1,-1
2025-04-01,META,585.55,SELL,0.8,30,603.49,39.19,25.37,-96.15,-19.48,-20.5,1.03,643.48,603.49,563.5,1,-1,-1,-1,0,-1,1
2025-03-31,META,575.92,SELL,0.8,30,606.16,35.42,25.09,-153.25,-19.71,-20.53,0.82,648.09,606.16,564.23,1,-1,-1,-1,-1,-1,1
2025-03-28,META,576.3,HOLD,0.7,20,610.06,35.97,19.25,-104.04,-17.82,-19.16,1.35,654.46,610.06,565.67,2,1,1,1,1,1,-1
2025-03-27,META,602.12,SELL,0.8,30,614.6,42.01,19.08,-35.12,-16.41,-19.5,3.1,662.68,614.6,566.53,2,-1,-1,-1,-1,-1,-1
2025-03-26,META,610.51,SELL,0.8,30,617.35,44.25,19.93,-12.27,-16.99,-20.27,3.28,668.46,617.35,566.25,1,-1,-1,-1,-1,-1,1
2025-03-25,META,625.83,HOLD,0.7,20,620.46,48.86,22.26,15.97,-17.84,-20.3,2.47,676.8,620.46,564.12,2,1,1,1,1,1,0
2025-03-24,META,618.37,SELL,0.8,30,621.99,46.63,24.65,-13.11,-20.36,-20.22,-0.14,680.44,621.99,563.53,2,-1,-1,-1,-1,-1,1
2025-03-21,META,595.79,HOLD,0.7,20,624.42,38.93,28.95,-81.33,-22.27,-18.95,-3.31,686.04,624.42,562.8,1,1,1,1,1,1,0
2025-03-20,META,585.55,HOLD,0.7,20,628.75,34.8,29.79,-87.57,-23.03,-18.12,-4.91,693.79,628.75,563.71,1,1,1,1,1,1,0
2025-03-19,META,583.61,HOLD,0.8,20,634.16,34.02,30.7,-113.88,-22.63,-16.9,-5.73,701.86,634.16,566.46,0,0,0,0,0,0,0
2025-03-18,META,581.91,HOLD,0.8,20,640.11,33.44,31.94,-120.19,-21.42,-15.16,-6.26,709.88,640.11,570.34,0,0,0,0,0,0,0
2025-03-17,META,604.43,HOLD,0.7,20,646.77,38.1,32.93,-91.18,-19.53,-13.36,-6.17,718.47,646.77,575.07,0,0,0,0,0,0,0
2025-03-14,META,607.13,HOLD,0.7,20,653.32,38.87,33.1,-104.05,-19.06,-11.3,-7.75,731.95,653.32,574.69,1,1,1,1,1,1,0
2025-03-13,META,589.66,HOLD,0.7,20,659.33,32.61,33.58,-125.14,-18.62,-9.36,-9.26,741.23,659.33,577.43,0,0,0,0,0,0,0
2025-03-12,META,618.53,HOLD,0.8,20,666.06,38.69,34.1,-94.66,-16.02,-7.05,-8.97,746.04,666.06,586.08,0,0,0,0,0,0,0
2025-03-11,META,604.71,HOLD,0.8,20,671.06,33.06,36.22,-136.32,-15.73,-5.19,-10.55,751.05,671.06,591.08,0,0,0,0,0,0,0
2025-03-10,META,597.0,HOLD,0.8,20,676.64,29.78,36.59,-163.51,-13.34,-2.55,-10.79,752.8,676.64,600.48,0,0,0,0,0,0,0
2025-03-07,META,624.62,HOLD,0.7,20,682.45,35.47,36.38,-139.11,-9.89,-0.64,-9.25,750.76,682.45,614.15,1,1,1,1,1,1,0
2025-03-06,META,626.89,HOLD,0.7,20,686.76,36.0,36.8,-128.24,-7.46,1.67,-9.13,750.67,686.76,622.86,0,0,0,0,0,0,0
2025-03-05,META,655.38,SELL,0.8,30,690.6,43.61,38.11,-105.16,-4.48,3.96,-8.44,748.61,690.6,632.6,0,0,0,0,0,0,0
2025-03-04,META,638.94,SELL,0.8,30,692.99,37.1,41.03,-158.92,-2.28,7.73,-10.02,748.89,692.99,637.09,0,0,0,0,0,0,0
2025-03-03,META,653.96,SELL,0.8,30,695.85,41.7,43.11,-113.26,1.03,10.58,-9.55,745.95,695.85,645.76,0,0,0,0,0,0,0
2025-02-28,META,667.09,SELL,0.8,30,697.56,46.4,46.14,-137.44,3.81,13.47,-9.67,744.03,697.56,651.09,0,0,0,0,0,0,0
2025-02-27,META,657.15,HOLD,0.7,20,698.5,42.06,48.89,-126.02,5.48,15.89,-10.41,743.19,698.5,653.8,0,0,0,0,0,0,0
2025-02-26,META,672.58,HOLD,0.7,20,699.41,47.62,52.63,-116.23,8.55,18.49,-9.94,741.35,699.41,657.46,0,0,0,0,0,0,0
2025-02-25,META,656.41,HOLD,0.7,20,699.44,39.7,53.75,-179.64,10.33,20.31,-9.98,741.31,699.44,657.57,1,1,1,1,1,1,1
2025-02-24,META,667.02,SELL,0.8,30,699.56,43.52,50.9,-108.92,14.44,22.48,-8.05,740.95,699.56,658.17,2,-1,-1,-1,-1,-1,1
2025-02-21,META,682.42,HOLD,0.8,20,698.53,50.24,55.1,-32.66,18.76,24.52,-5.76,743.94,698.53,653.12,0,0,0,0,0,0,0
2025-02-20,META,693.69,HOLD,0.8,20,696.18,56.01,58.26,5.9,22.26,25.96,-3.7,748.95,696.18,643.4,0,0,0,0,0,0,0
2025-02-19,META,702.6,HOLD,0.9,20,692.62,61.17,60.65,24.71,25.25,26.89,-1.63,754.42,692.62,630.81,0,0,0,0,0,0,0
2025-02-18,META,715.18,HOLD,0.9,20,688.26,69.87,62.84,69.77,28.61,28.27,0.35,758.36,688.26,618.15,0,0,0,0,0,0,0
2025-02-17,META,735.45,HOLD,0.9,20,683.09,86.96,54.26,102.41,29.66,27.23,2.43,759.46,683.09,606.71,2,2,2,2,2,2,1
2025-02-14,META,735.45,HOLD,0.9,20,683.09,85.28,43.92,102.41,28.29,24.99,3.3,759.46,683.09,606.71,0,0,0,0,0,0,0
2025-02-13,META,727.35,HOLD,0.8,20,676.83,83.79,42.21,92.0,27.72,24.17,3.55,755.49,676.83,598.16,0,0,0,0,0,0,0
2025-02-12,META,724.18,HOLD,0.8,20,671.26,83.17,40.73,92.99,27.4,23.28,4.12,750.59,671.26,591.94,1,1,1,1,1,1,1
2025-02-11,META,718.61,HOLD,0.8,20,664.72,82.1,39.97,92.67,27.15,22.43,4.72,747.04,664.72,582.4,0,0,0,0,0,0,0
2025-02-10,META,716.21,HOLD,0.8,20,659.15,81.04,38.26,99.56,26.19,20.41,5.78,741.2,659.15,577.11,1,1,0,1,1,1,0
2025-02-07,META,713.34,HOLD,0.7,20,654.09,80.57,42.23,112.53,26.28,19.97,6.31,733.9,654.09,574.27,1,1,1,1,1,1,0
2025-02-06,META,710.81,HOLD,0.7,20,648.9,80.07,40.72,118.16,25.35,18.4,6.95,726.07,648.9,571.74,0,0,0,0,0,0,0
2025-02-05,META,703.7,HOLD,0.7,20,644.21,78.64,39.27,128.32,24.05,16.66,7.39,717.05,644.21,571.37,1,1,1,1,1,1,0
2025-02-04,META,703.02,HOLD,0.7,20,640.48,78.05,39.22,136.52,22.23,14.07,8.16,708.21,640.48,572.75,1,1,1,1,1,1,0
2025-02-03,META,696.3,HOLD,0.7,20,635.51,76.88,38.62,140.13,21.05,13.03,8.02,698.58,635.51,572.44,2,1,1,1,2,1,-1
2025-01-31,META,688.04,HOLD,0.6,20,630.61,75.17,38.04,172.01,19.71,12.03,7.68,689.09,630.61,572.13,0,0,0,0,0,0,0
2025-01-30,META,685.86,HOLD,0.6,20,625.43,74.7,35.33,206.98,17.73,10.11,7.62,680.91,625.43,569.96,2,0,0,0,0,-1,-1
2025-01-29,META,675.37,HOLD,0.6,20,620.65,72.39,32.41,202.02,15.17,8.2,6.96,670.69,620.65,570.62,0,0,0,0,0,0,0
2025-01-28,META,673.21,HOLD,0.6,20,616.83,72.16,33.56,246.37,13.7,7.77,5.94,660.89,616.83,572.76,1,1,1,1,0,1,0
2025-01-27,META,658.79,HOLD,0.6,20,613.28,68.75,31.01,197.76,10.72,6.28,4.44,649.3,613.28,577.26,1,-1,-1,-1,-1,-1,1
2025-01-24,META,646.42,HOLD,0.6,20,610.68,65.46,32.15,207.48,8.69,5.62,3.08,640.08,610.68,581.28,1,0,0,0,0,0,-1
2025-01-23,META,635.4,HOLD,0.6,20,608.3,62.11,30.29,156.65,6.69,4.85,1.84,633.09,608.3,583.51,0,0,0,0,0,0,0
2025-01-22,META,622.47,BUY,0.7,30,605.75,57.62,28.87,137.49,5.15,4.39,0.76,629.35,605.75,582.15,2,1,1,1,1,0,0
2025-01-21,META,615.44,HOLD,0.6,20,604.35,55.09,30.5,84.56,4.76,4.66,0.1,627.12,604.35,581.59,0,0,0,0,0,0,0
2025-01-20,META,611.75,HOLD,0.6,20,603.39,53.54,30.6,77.47,4.3,4.45,-0.16,625.82,603.39,580.96,1,1,1,1,1,1,1
2025-01-17,META,611.75,HOLD,0.5,20,603.39,53.71,30.81,77.47,4.68,5.13,-0.44,625.82,603.39,580.96,0,0,0,0,0,0,0
2025-01-16,META,610.29,HOLD,0.5,20,603.72,53.16,30.27,59.22,4.7,5.24,-0.54,626.83,603.72,580.62,1,-1,-1,-1,0,-1,0
2025-01-15,META,616.1,BUY,0.7,30,604.37,55.58,30.16,71.72,4.79,5.37,-0.58,628.85,604.37,579.88,1,1,1,1,1,1,0
2025-01-14,META,593.27,SELL,0.7,30,604.51,46.77,30.08,-66.44,4.27,5.56,-1.29,629.28,604.51,579.73,1,-1,-1,-1,0,-1,0
2025-01-13,META,607.32,HOLD,0.5,20,606.3,52.1,22.17,-13.96,4.65,4.31,0.34,632.72,606.3,579.89,0,0,0,0,0,0,0
2025-01-10,META,614.84,BUY,0.7,30,607.49,55.4,21.71,31.67,4.75,4.12,0.63,636.04,607.49,578.94,2,0,1,1,1,-1,-1
2025-01-09,META,609.71,BUY,0.7,30,607.64,53.44,21.4,5.64,4.4,3.96,0.44,636.37,607.64,578.91,2,1,1,1,1,1,0
2025-01-08,META,609.71,SELL,0.7,30,607.64,53.44,21.4,5.64,4.4,3.96,0.44,636.37,607.64,578.91,2,-1,-1,-1,0,-1,-2
2025-01-07,META,616.87,HOLD,0.5,20,607.76,56.51,19.95,55.05,4.12,3.46,0.66,636.54,607.76,578.98,1,0,0,0,0,-1,1
2025-01-06,META,629.16,BUY,0.8,40,608.03,62.46,20.17,70.04,3.21,3.13,0.08,637.24,608.03,578.81,1,1,1,1,1,1,0
2025-01-03,META,603.63,HOLD,0.5,20,606.94,53.53,17.82,-29.33,2.3,4.99,-2.68,634.5,606.94,579.38,1,1,0,0,1,1,0
2025-01-02,META,598.25,HOLD,0.6,20,607.37,51.1,19.18,-67.23,2.03,5.66,-3.62,634.98,607.37,579.76,2,2,2,2,2,2,1
2025-01-01,META,584.54,HOLD,0.5,20,608.07,44.21,20.24,-128.8,2.21,6.56,-4.36,635.42,608.07,580.71,0,0,0,0,0,0,0
