date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change
2025-01-24,WMT,94.05,BUY,0.7,40,91.2,63.15,14.41,193.13,0.39,0.03,0.36,93.63,91.2,88.76,0,0,0,0,0,0,0
2025-01-27,WMT,96.67,HOLD,0.6,30,91.43,70.75,16.27,250.83,0.6,-0.02,0.62,94.84,91.43,88.03,0,0,0,0,0,0,0
2025-01-28,WMT,96.56,HOLD,0.6,30,91.65,70.06,17.71,222.05,0.86,0.16,0.71,95.73,91.65,87.58,0,0,0,0,0,0,0
2025-01-30,WMT,97.91,HOLD,0.6,30,92.35,73.69,21.41,176.2,1.31,0.53,0.78,97.54,92.35,87.15,0,0,0,0,0,0,0
2025-01-31,WMT,97.43,SELL,0.8,30,92.73,70.32,22.91,146.86,1.45,0.71,0.74,98.23,92.73,87.24,-1,-1,-1,-1,0,-1,0
2025-02-03,WMT,98.8,SELL,0.8,30,93.21,73.59,27.94,130.33,1.54,0.74,0.79,99.06,93.21,87.35,1,-1,-1,-1,-1,-1,1
2025-02-04,WMT,100.02,HOLD,0.6,30,93.7,76.34,29.36,150.61,1.76,0.93,0.84,100.08,93.7,87.32,0,0,0,0,0,0,0
2025-02-05,WMT,101.7,SELL,0.8,30,94.25,80.27,28.24,153.3,2.16,1.28,0.88,101.36,94.25,87.14,1,-1,-1,-1,0,-1,1
2025-02-07,WMT,100.4,HOLD,0.5,30,95.31,70.09,29.42,113.68,2.43,1.69,0.74,103.09,95.31,87.53,0,0,0,0,0,0,0
2025-02-10,WMT,102.15,HOLD,0.6,30,95.8,74.16,27.18,111.51,2.55,1.87,0.69,103.99,95.8,87.61,0,0,0,0,0,0,0
2025-02-11,WMT,101.71,HOLD,0.5,30,96.35,71.54,26.13,102.19,2.58,2.0,0.58,104.59,96.35,88.1,0,0,0,0,0,0,0
2025-02-12,WMT,102.84,HOLD,0.5,10,96.98,73.93,27.51,107.94,2.64,2.1,0.54,105.17,96.98,88.8,0,0,0,0,0,0,0
2025-02-13,WMT,104.27,HOLD,0.6,30,97.66,76.69,28.59,123.5,2.8,2.24,0.56,105.89,97.66,89.43,0,0,0,0,0,0,0
2025-02-14,WMT,103.26,SELL,0.7,30,98.3,71.01,29.62,106.99,2.81,2.35,0.46,106.2,98.3,90.39,1,-1,-1,-1,-1,-1,0
2025-02-17,WMT,103.26,HOLD,0.5,10,98.3,71.59,27.17,106.99,2.89,2.49,0.4,106.2,98.3,90.39,0,0,0,0,0,0,0
2025-02-18,WMT,103.01,HOLD,0.5,20,98.88,70.55,28.74,81.3,2.9,2.65,0.24,106.34,98.88,91.42,0,0,0,0,0,0,0
2025-02-19,WMT,103.22,SELL,0.8,30,99.42,71.81,37.27,77.56,2.94,2.83,0.11,106.48,99.42,92.37,2,-2,-2,-2,-2,-1,1
2025-02-20,WMT,96.48,SELL,0.8,40,99.62,44.48,35.71,-49.48,2.32,2.73,-0.41,106.09,99.62,93.15,2,-2,-2,-2,-1,-2,1
2025-02-21,WMT,94.07,SELL,0.8,40,99.67,38.79,35.2,-119.55,1.61,2.5,-0.89,105.96,99.67,93.38,2,-1,-1,-1,-1,-1,1
2025-02-24,WMT,92.97,HOLD,0.5,10,99.62,36.03,33.01,-157.95,0.84,2.06,-1.22,106.11,99.62,93.12,0,0,0,0,0,0,0
2025-02-25,WMT,96.96,HOLD,0.5,10,99.63,48.26,36.39,-84.42,0.7,1.86,-1.17,106.1,99.63,93.16,0,0,0,0,0,0,0
2025-02-26,WMT,95.48,HOLD,0.5,10,99.58,45.0,38.6,-74.58,0.46,1.65,-1.19,106.16,99.58,92.99,0,0,0,0,0,0,0
2025-02-27,WMT,96.07,HOLD,0.5,10,99.54,46.61,36.52,-75.41,0.28,1.38,-1.1,106.2,99.54,92.89,0,0,0,0,0,0,0
2025-02-28,WMT,97.87,SELL,0.7,30,99.54,51.33,34.21,-44.44,0.27,1.16,-0.89,106.2,99.54,92.88,2,-1,-1,-1,-1,-1,1
2025-03-03,WMT,96.86,HOLD,0.5,10,99.51,48.8,34.2,-49.38,0.21,1.0,-0.79,106.21,99.51,92.81,0,0,0,0,0,0,0
2025-03-04,WMT,94.26,HOLD,0.5,10,99.28,42.68,32.0,-96.77,-0.11,0.74,-0.85,106.36,99.28,92.21,0,0,0,0,0,0,0
2025-03-05,WMT,95.26,HOLD,0.5,10,99.05,45.38,29.55,-82.01,-0.27,0.5,-0.78,106.32,99.05,91.77,0,0,0,0,0,0,0
2025-03-06,WMT,93.93,HOLD,0.5,10,98.66,42.42,28.64,-86.8,-0.48,0.31,-0.79,106.15,98.66,91.16,0,0,0,0,0,0,0
2025-03-07,WMT,91.04,HOLD,0.5,20,98.11,36.8,28.9,-129.27,-0.87,0.07,-0.94,106.12,98.11,90.09,0,0,0,0,0,0,0
2025-03-10,WMT,87.16,HOLD,0.5,20,97.44,30.61,28.83,-181.91,-1.54,-0.33,-1.21,106.68,97.44,88.2,0,0,0,0,0,0,0
2025-03-11,WMT,86.79,HOLD,0.5,30,96.68,30.1,30.04,-164.71,-2.02,-0.67,-1.35,106.74,96.68,86.61,0,0,0,0,0,0,0
2025-03-12,WMT,84.56,HOLD,0.5,30,95.82,27.31,33.68,-169.41,-2.49,-0.96,-1.53,106.89,95.82,84.74,0,0,0,0,0,0,0
2025-03-13,WMT,83.87,HOLD,0.5,20,94.87,26.46,35.09,-171.99,-2.94,-1.36,-1.58,106.61,94.87,83.13,2,-1,-1,-1,0,-1,1
2025-03-14,WMT,84.71,HOLD,0.6,30,93.89,29.34,36.39,-143.84,-3.19,-1.73,-1.46,105.59,93.89,82.19,0,0,0,0,0,0,0
2025-03-17,WMT,86.81,HOLD,0.5,20,93.07,36.03,36.13,-101.38,-3.18,-2.05,-1.12,104.33,93.07,81.81,1,1,1,1,1,1,0
2025-03-18,WMT,84.95,HOLD,0.5,20,92.17,32.93,34.6,-96.27,-3.31,-2.34,-0.97,102.98,92.17,81.36,0,0,0,0,0,0,0
2025-03-19,WMT,85.69,HOLD,0.6,20,91.29,35.06,34.37,-85.96,-3.34,-2.6,-0.73,101.18,91.29,81.4,1,1,0,0,1,1,0
2025-03-20,WMT,85.17,HOLD,0.5,20,90.72,34.17,34.05,-77.81,-3.33,-2.75,-0.58,100.65,90.72,80.8,0,0,0,0,0,0,0
2025-03-21,WMT,85.57,SELL,0.8,40,90.3,35.54,33.92,-72.96,-3.25,-2.85,-0.4,100.34,90.3,80.25,1,-1,-1,-1,-1,-1,1
2025-03-24,WMT,87.08,HOLD,0.5,10,90.01,40.43,30.37,-47.24,-3.06,-2.93,-0.13,100.07,90.01,79.94,1,0,0,0,0,0,0
2025-03-25,WMT,84.36,SELL,0.8,40,89.38,34.98,29.84,-64.05,-3.1,-3.01,-0.1,99.19,89.38,79.56,2,-2,-1,-1,-1,-1,1
2025-03-26,WMT,84.81,SELL,0.8,40,88.84,36.06,31.57,-65.96,-3.14,-3.16,0.02,98.43,88.84,79.25,2,-2,-2,-2,-1,-2,1
2025-03-27,WMT,85.22,HOLD,0.5,20,88.3,37.5,31.16,-56.44,-3.01,-3.13,0.12,97.4,88.3,79.19,1,1,1,1,1,1,0
2025-03-28,WMT,84.75,SELL,0.7,30,87.64,36.49,30.8,-59.26,-2.91,-3.09,0.17,95.73,87.64,79.56,1,-1,-1,-1,-1,-1,1
2025-03-31,WMT,87.37,HOLD,0.5,10,87.17,45.07,28.38,-22.37,-2.64,-3.07,0.42,94.06,87.17,80.28,0,0,0,0,0,0,0
2025-04-01,WMT,88.41,HOLD,0.5,10,86.88,48.18,26.51,32.76,-2.26,-2.9,0.64,92.99,86.88,80.76,0,0,0,0,0,0,0
2025-04-02,WMT,89.33,SELL,0.8,40,86.58,50.63,23.33,85.24,-1.93,-2.78,0.85,91.49,86.58,81.66,2,-2,-2,-2,-1,-2,1
2025-04-03,WMT,86.85,SELL,0.7,30,86.22,44.12,22.05,54.53,-1.8,-2.58,0.78,89.81,86.22,82.64,2,-1,-1,-1,-1,-1,1
2025-04-04,WMT,82.8,SELL,0.8,40,85.81,36.01,22.19,-113.5,-2.0,-2.47,0.46,88.96,85.81,82.67,2,-2,-1,-1,-1,-1,1
2025-04-07,WMT,83.43,SELL,0.8,40,85.63,37.52,30.78,-164.75,-2.2,-2.57,0.37,88.87,85.63,82.38,2,-1,-1,-1,-1,-1,1
2025-04-08,WMT,81.4,SELL,0.8,40,85.36,34.1,30.05,-150.33,-2.34,-2.44,0.11,89.04,85.36,81.68,2,-2,-1,-1,-2,-1,1
2025-04-09,WMT,89.18,BUY,0.7,40,85.59,52.48,28.69,99.81,-1.91,-2.42,0.51,89.6,85.59,81.57,2,1,1,1,1,1,0
2025-04-10,WMT,90.18,BUY,0.8,60,85.9,54.28,26.89,186.43,-1.43,-2.22,0.8,90.3,85.9,81.5,1,1,1,1,1,1,0
2025-04-11,WMT,92.36,BUY,0.8,60,86.29,57.99,25.23,216.78,-0.85,-1.95,1.1,91.46,86.29,81.11,2,1,1,1,1,2,1
2025-04-14,WMT,94.28,BUY,0.8,60,86.66,60.86,29.86,231.41,-0.32,-1.71,1.39,92.9,86.66,80.42,0,0,0,0,0,0,0
2025-04-15,WMT,93.52,BUY,0.8,60,87.09,59.17,28.93,190.21,0.15,-1.29,1.44,93.95,87.09,80.23,0,0,0,0,0,0,0
2025-04-16,WMT,90.76,BUY,0.7,40,87.34,53.01,26.37,105.83,0.27,-0.97,1.23,94.35,87.34,80.33,0,0,0,0,0,0,0
2025-04-17,WMT,92.78,BUY,0.8,60,87.72,56.58,24.71,109.65,0.51,-0.67,1.18,95.04,87.72,80.41,1,1,1,1,1,1,0
2025-04-18,WMT,92.78,BUY,0.7,40,87.72,56.58,24.71,109.65,0.51,-0.67,1.18,95.04,87.72,80.41,0,0,0,0,0,0,0
2025-04-21,WMT,91.97,BUY,0.8,60,88.04,55.48,18.79,90.74,0.88,-0.05,0.94,95.51,88.04,80.57,1,1,1,1,1,1,0
2025-04-22,WMT,94.4,BUY,0.8,60,88.41,59.94,15.45,110.84,1.24,0.32,0.92,96.36,88.41,80.46,1,1,1,1,1,1,0
2025-04-23,WMT,94.51,BUY,0.8,60,88.92,60.25,13.47,113.64,1.48,0.61,0.87,97.06,88.92,80.77,2,1,1,1,1,1,1
2025-04-24,WMT,95.39,SELL,0.7,30,89.44,61.76,13.18,101.59,1.68,0.82,0.86,97.82,89.44,81.07,2,-1,-1,-1,-1,-1,1
2025-04-25,WMT,94.64,BUY,0.7,40,89.92,59.68,13.01,93.22,1.76,1.01,0.75,98.35,89.92,81.48,0,0,0,0,0,0,0
2025-04-28,WMT,94.77,BUY,0.7,40,90.42,59.75,17.49,83.07,1.71,1.04,0.67,98.75,90.42,82.08,0,0,0,0,0,0,0
2025-04-29,WMT,95.59,SELL,0.7,30,90.83,61.24,17.9,82.71,1.74,1.09,0.65,99.33,90.83,82.32,1,-1,-1,-1,-1,-1,0
2025-04-30,WMT,96.79,BUY,0.8,60,91.25,63.79,18.5,95.65,1.93,1.3,0.63,100.05,91.25,82.44,1,1,1,1,1,1,0
2025-05-01,WMT,96.95,BUY,0.8,60,91.63,64.1,18.25,100.03,2.04,1.45,0.59,100.72,91.63,82.53,2,1,1,1,1,1,0
2025-05-02,WMT,98.28,BUY,0.8,40,92.2,66.72,18.55,116.14,2.21,1.6,0.61,101.46,92.2,82.94,1,1,1,1,1,1,0
2025-05-05,WMT,98.86,BUY,0.8,30,93.0,68.41,16.51,122.64,2.46,1.91,0.55,101.62,93.0,84.38,1,1,1,1,1,1,0
2025-05-06,WMT,98.08,HOLD,0.6,20,93.73,65.8,15.88,114.75,2.6,2.19,0.4,101.42,93.73,86.05,0,0,0,0,0,0,0
2025-05-07,WMT,98.36,BUY,0.7,40,94.58,67.19,19.89,116.34,2.75,2.5,0.25,100.06,94.58,89.1,1,1,0,1,1,1,0
2025-05-08,WMT,96.97,SELL,0.7,30,94.97,61.3,20.02,89.02,2.6,2.52,0.08,99.94,94.97,90.0,1,-1,-1,-1,-1,-1,1
2025-05-09,WMT,96.49,HOLD,0.5,20,95.29,59.4,19.56,45.28,2.42,2.5,-0.08,99.78,95.29,90.79,1,0,0,0,0,0,0
2025-05-12,WMT,96.52,BUY,0.7,40,95.5,60.11,25.77,39.97,2.37,2.62,-0.26,99.81,95.5,91.18,1,1,1,1,1,1,1
2025-05-13,WMT,95.66,SELL,0.7,40,95.56,56.23,24.77,12.91,2.1,2.48,-0.38,99.84,95.56,91.29,1,-1,-1,-1,-1,-1,1
2025-05-14,WMT,96.6,BUY,0.7,40,95.72,58.93,21.16,29.22,1.89,2.27,-0.38,99.91,95.72,91.52,2,1,1,1,1,1,1
2025-05-15,WMT,96.13,SELL,0.7,30,95.99,56.8,20.82,-48.0,1.73,2.16,-0.43,99.51,95.99,92.46,2,-1,-1,-1,-1,-1,1
2025-05-16,WMT,98.01,HOLD,0.5,20,96.25,62.55,19.51,70.01,1.74,2.08,-0.34,99.55,96.25,92.95,2,-1,-1,-1,0,-1,1
2025-05-19,WMT,97.89,SELL,0.7,30,96.54,62.37,15.07,44.39,1.77,2.09,-0.32,99.27,96.54,93.82,2,-1,-1,-1,-1,-1,1
2025-05-20,WMT,97.57,SELL,0.7,40,96.7,60.72,15.23,55.54,1.69,1.99,-0.3,99.28,96.7,94.13,1,-1,-1,-1,-1,-1,0
2025-05-21,WMT,96.21,HOLD,0.5,20,96.79,54.07,11.89,-8.19,1.45,1.81,-0.36,99.17,96.79,94.4,2,1,1,1,1,1,0
2025-05-22,WMT,95.71,SELL,0.7,30,96.8,51.9,11.19,-45.1,1.25,1.7,-0.45,99.15,96.8,94.45,1,-1,-1,-1,0,-1,1
2025-05-23,WMT,96.12,SELL,0.7,30,96.88,53.54,10.98,-69.2,1.12,1.58,-0.46,99.04,96.88,94.72,2,-1,-1,-1,-1,-1,1
2025-05-26,WMT,96.12,HOLD,0.5,20,96.88,53.92,13.39,-69.2,1.18,1.68,-0.5,99.04,96.88,94.72,1,1,1,1,1,1,0
2025-05-27,WMT,97.35,SELL,0.7,30,97.01,58.7,12.86,18.4,1.18,1.61,-0.43,98.94,97.01,95.07,1,-1,-1,-1,-1,-1,1
2025-05-28,WMT,97.01,HOLD,0.5,20,97.08,56.49,9.18,26.72,1.01,1.36,-0.35,98.9,97.08,95.26,1,0,0,0,1,0,0
2025-05-29,WMT,96.87,HOLD,0.6,20,97.08,55.76,8.74,1.07,0.95,1.28,-0.33,98.9,97.08,95.26,2,1,1,1,1,1,0
2025-05-30,WMT,98.49,BUY,0.7,40,97.16,61.88,8.96,66.77,1.02,1.22,-0.21,99.08,97.16,95.24,1,1,1,1,1,1,0
2025-06-02,WMT,99.54,HOLD,0.5,20,97.22,65.69,10.28,151.89,1.17,1.24,-0.07,99.35,97.22,95.09,2,-1,-1,-1,0,-1,1
2025-06-03,WMT,99.75,HOLD,0.5,20,97.27,67.61,20.35,184.27,1.44,1.48,-0.04,99.56,97.27,94.97,0,0,0,0,0,0,0
2025-06-04,WMT,99.12,HOLD,0.6,20,97.32,63.53,30.41,155.11,1.42,1.43,-0.01,99.73,97.32,94.91,0,0,0,0,0,0,0
2025-06-05,WMT,97.73,BUY,0.7,40,97.29,55.73,29.36,70.19,1.29,1.4,-0.11,99.66,97.29,94.91,1,1,1,1,1,1,0
2025-06-06,WMT,97.24,HOLD,0.5,20,97.3,53.25,27.95,19.19,1.14,1.35,-0.21,99.67,97.3,94.93,1,1,1,1,1,1,0
2025-06-09,WMT,97.22,HOLD,0.5,20,97.34,51.59,17.44,-5.63,0.74,0.9,-0.16,99.68,97.34,95.0,1,1,1,1,1,1,0
2025-06-10,WMT,97.09,HOLD,0.6,20,97.37,50.24,13.35,-12.35,0.54,0.72,-0.18,99.68,97.37,95.05,1,1,1,1,1,1,0
2025-06-11,WMT,95.58,HOLD,0.5,20,97.36,41.96,10.36,-100.42,0.26,0.53,-0.27,99.69,97.36,95.04,1,1,1,1,1,1,0
2025-06-12,WMT,94.61,HOLD,0.5,20,97.26,37.92,11.59,-194.71,0.02,0.43,-0.41,99.86,97.26,94.66,1,1,1,1,1,1,0
2025-06-13,WMT,94.22,HOLD,0.5,20,97.17,36.41,12.68,-183.54,-0.19,0.31,-0.5,100.05,97.17,94.28,1,1,1,1,1,1,1
2025-06-16,WMT,94.07,SELL,0.8,40,96.97,35.73,18.47,-144.12,-0.32,0.23,-0.56,100.12,96.97,93.82,1,-1,-1,-1,0,-1,1
2025-06-17,WMT,94.03,HOLD,0.5,10,96.78,35.74,18.84,-142.69,-0.43,0.14,-0.57,100.15,96.78,93.41,0,0,0,0,0,0,0
2025-06-18,WMT,94.87,HOLD,0.5,20,96.64,42.06,18.4,-95.4,-0.47,0.02,-0.49,100.09,96.64,93.19,1,1,1,1,1,1,0
2025-06-19,WMT,94.87,HOLD,0.5,10,96.64,42.06,18.4,-95.4,-0.47,0.02,-0.49,100.09,96.64,93.19,0,0,0,0,0,0,0
2025-06-20,WMT,95.9,HOLD,0.5,20,96.63,48.71,17.35,-44.49,-0.42,-0.07,-0.35,100.08,96.63,93.17,1,1,1,1,0,1,0
2025-06-23,WMT,97.64,HOLD,0.5,10,96.72,56.94,13.81,13.07,-0.36,-0.28,-0.08,100.18,96.72,93.26,0,0,0,0,0,0,0
2025-06-24,WMT,97.77,HOLD,0.5,20,96.81,57.78,13.44,54.09,-0.16,-0.21,0.05,100.28,96.81,93.33,1,0,0,0,1,0,0
2025-06-25,WMT,97.03,BUY,0.7,40,96.79,53.19,13.15,30.88,-0.09,-0.19,0.1,100.26,96.79,93.32,1,1,1,1,1,1,0
2025-06-26,WMT,95.8,HOLD,0.5,20,96.73,46.55,12.54,-24.57,-0.13,-0.18,0.05,100.22,96.73,93.24,1,1,1,1,1,1,0
2025-06-27,WMT,97.04,HOLD,0.5,20,96.74,52.93,12.25,5.74,-0.06,-0.16,0.09,100.23,96.74,93.24,1,0,0,0,1,0,0
2025-06-30,WMT,97.55,BUY,0.7,40,96.69,54.82,12.22,24.12,-0.05,-0.24,0.19,100.11,96.69,93.27,1,1,0,1,1,1,0
