date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change
2025-06-13,TSLA,325.31,HOLD,0.6,20,334.0,52.34,30.19,-46.41,3.87,8.26,-4.39,373.48,334.0,294.51,1,0,0,0,0,0,0
2025-06-12,TSLA,319.11,HOLD,0.6,20,334.87,50.08,31.39,-56.42,4.03,9.36,-5.33,374.33,334.87,295.42,2,1,1,1,1,1,0
2025-06-11,TSLA,326.43,SELL,0.8,30,336.3,52.83,32.85,-39.28,4.8,10.69,-5.89,375.43,336.3,297.17,2,-2,-2,-2,-2,-2,-2
2025-06-10,TSLA,326.09,HOLD,0.6,20,336.68,52.72,35.28,-70.8,4.98,12.16,-7.18,375.57,336.68,297.79,2,-1,-1,0,-2,-1,-1
2025-06-09,TSLA,308.58,SELL,0.9,30,336.3,46.67,36.82,-166.78,5.16,13.92,-8.76,375.75,336.3,296.85,2,-2,-2,-2,-2,-2,-2
2025-06-06,TSLA,295.14,HOLD,0.7,20,335.78,41.9,41.38,-177.95,7.87,16.99,-9.13,376.9,335.78,294.66,2,-1,1,1,-1,-1,-1
2025-06-05,TSLA,284.7,SELL,0.9,30,335.27,37.51,42.74,-178.49,11.67,19.27,-7.61,378.61,335.27,291.92,2,-2,-2,-2,-1,-2,-2
2025-06-04,TSLA,332.05,SELL,0.9,30,334.84,55.0,44.21,0.83,17.41,21.17,-3.76,380.27,334.84,289.41,2,-2,-2,-2,-1,-2,-1
2025-06-03,TSLA,344.27,HOLD,0.6,20,332.01,61.71,36.27,49.95,19.4,21.63,-2.23,384.34,332.01,279.68,2,1,1,1,1,1,0
2025-06-02,TSLA,342.69,SELL,0.9,30,328.81,60.29,27.82,35.98,19.49,20.38,-0.89,385.4,328.81,272.21,2,-2,-2,-2,-2,-2,-1
2025-05-30,TSLA,346.46,SELL,0.7,30,326.03,62.3,32.77,66.4,21.21,20.92,0.29,385.02,326.03,267.04,1,-1,-1,-1,-1,-1,1
2025-05-29,TSLA,358.43,HOLD,0.5,20,322.74,69.22,32.75,92.48,22.41,20.84,1.57,384.11,322.74,261.36,2,1,1,1,1,2,1
2025-05-28,TSLA,356.9,HOLD,0.5,20,318.92,68.81,31.67,96.58,22.4,20.45,1.95,380.43,318.92,257.41,2,1,1,1,1,1,0
2025-05-27,TSLA,362.89,SELL,0.8,30,315.68,72.19,28.37,102.98,22.02,19.71,2.31,375.65,315.68,255.7,2,-2,-2,-2,-2,-1,1
2025-05-26,TSLA,339.34,SELL,0.8,30,311.83,65.51,26.91,67.15,20.41,18.53,1.88,369.01,311.83,254.65,2,-2,-1,-1,-2,-1,-1
2025-05-23,TSLA,339.34,SELL,0.8,30,311.83,65.21,29.13,67.15,20.18,18.14,2.04,369.01,311.83,254.65,2,-2,-1,-1,-2,-2,-1
2025-05-22,TSLA,341.04,SELL,0.7,30,309.11,66.21,28.84,77.83,20.71,17.63,3.08,365.97,309.11,252.25,1,-1,-1,-1,-1,-1,1
2025-05-21,TSLA,334.62,HOLD,0.4,30,305.03,64.29,28.52,83.08,20.92,16.86,4.06,363.81,305.03,246.25,2,-1,-1,-1,-1,-1,1
2025-05-20,TSLA,343.82,HOLD,0.4,30,300.84,69.93,28.0,116.44,22.76,17.49,5.27,362.47,300.84,239.2,1,0,1,1,0,1,0
2025-05-19,TSLA,342.09,HOLD,0.3,30,295.55,69.65,28.21,116.18,22.91,16.82,6.09,359.64,295.55,231.45,2,-2,-1,-1,-2,-1,-1
2025-05-16,TSLA,349.98,HOLD,0.3,30,289.82,73.91,28.07,159.39,22.29,15.14,7.16,356.67,289.82,222.96,2,-1,-1,-1,-1,-1,-1
2025-05-15,TSLA,342.82,HOLD,0.3,30,284.38,72.43,26.02,168.7,20.42,13.35,7.07,348.39,284.38,220.38,2,-1,-1,-1,0,-2,-1
2025-05-14,TSLA,347.68,HOLD,0.4,30,279.32,75.11,23.98,203.21,18.45,11.58,6.87,339.97,279.32,218.67,2,-2,-1,-1,-2,-2,-1
2025-05-13,TSLA,334.07,HOLD,0.4,20,274.64,72.13,20.72,182.32,14.68,9.18,5.5,327.4,274.64,221.89,2,-1,-1,-1,0,-1,-1
2025-05-12,TSLA,318.38,HOLD,0.5,20,270.56,68.68,19.19,163.55,12.02,8.39,3.63,316.49,270.56,224.63,2,-1,-1,-1,-1,-1,1
2025-05-09,TSLA,298.26,HOLD,0.5,20,267.25,63.24,17.96,116.72,10.26,8.47,1.79,308.18,267.25,226.33,2,-1,-1,-1,-2,-1,-1
2025-05-08,TSLA,284.82,SELL,0.8,40,264.96,58.71,16.57,79.03,9.12,8.03,1.09,303.76,264.96,226.16,2,-2,-2,-2,-2,-2,-2
2025-05-07,TSLA,276.22,SELL,0.8,40,264.33,55.45,15.89,49.99,8.9,7.75,1.14,302.22,264.33,226.44,1,-2,-1,-1,-1,-1,1
2025-05-06,TSLA,275.35,SELL,0.9,40,261.61,54.21,13.47,56.19,7.67,5.13,2.55,303.31,261.61,219.91,2,-2,-2,-2,-2,-2,1
2025-05-05,TSLA,280.26,HOLD,0.5,20,259.51,56.36,13.93,83.68,8.06,4.45,3.61,302.45,259.51,216.57,1,-1,-1,-1,0,-1,1
2025-05-02,TSLA,287.21,SELL,0.8,40,257.47,59.0,16.64,127.11,7.13,2.39,4.74,300.15,257.47,214.79,2,-1,-1,-1,-2,-1,-1
2025-05-01,TSLA,280.52,SELL,0.8,40,256.47,56.89,16.55,125.56,6.12,1.2,4.92,297.21,256.47,215.73,2,-2,-1,-1,-2,-1,-1
2025-04-30,TSLA,282.16,SELL,0.7,40,256.58,57.56,16.66,112.27,5.43,-0.03,5.46,297.6,256.58,215.57,2,-2,-2,-2,-1,-2,-1
2025-04-29,TSLA,292.03,HOLD,0.5,20,255.9,61.48,15.1,164.74,3.95,-1.82,5.77,295.62,255.9,216.18,2,-2,-2,-2,-2,-1,-1
2025-04-28,TSLA,285.88,HOLD,0.5,20,254.25,59.98,16.11,179.03,1.87,-2.56,4.44,290.42,254.25,218.09,2,-1,-1,-1,-2,-1,-1
2025-04-25,TSLA,284.95,HOLD,0.5,20,253.14,58.93,23.37,154.59,-2.55,-6.29,3.74,286.61,253.14,219.67,2,-1,-1,-1,-1,-1,1
2025-04-24,TSLA,259.51,HOLD,0.5,20,252.55,51.63,24.2,24.89,-5.9,-7.23,1.33,284.11,252.55,220.98,2,-1,-1,-1,-1,-1,-1
2025-04-23,TSLA,250.74,HOLD,0.6,20,253.17,48.71,25.51,-7.65,-7.5,-7.56,0.05,285.75,253.17,220.6,2,-1,1,1,-1,0,1
2025-04-22,TSLA,237.97,SELL,0.8,40,255.04,44.05,28.39,-87.66,-8.85,-8.0,-0.85,290.97,255.04,219.12,2,-2,-1,-1,-2,-2,-1
2025-04-21,TSLA,227.5,SELL,0.8,40,257.06,39.78,30.78,-141.58,-9.47,-8.78,-0.69,293.47,257.06,220.66,2,-1,-1,-1,-1,-1,1
2025-04-18,TSLA,241.37,SELL,0.9,40,258.13,43.67,28.16,-82.99,-8.25,-8.72,0.47,292.18,258.13,224.07,2,-2,-2,-2,-1,-2,-1
2025-04-17,TSLA,241.37,SELL,0.9,40,258.13,43.67,28.16,-82.99,-8.25,-8.72,0.47,292.18,258.13,224.07,2,-2,-2,-2,-2,-2,-2
2025-04-16,TSLA,241.55,SELL,0.8,40,257.87,43.72,28.61,-72.74,-7.98,-8.84,0.86,292.5,257.87,223.24,2,-2,-2,-2,-1,-2,-2
2025-04-15,TSLA,254.11,HOLD,0.5,20,257.59,47.27,28.93,-14.35,-7.6,-9.28,1.67,292.83,257.59,222.34,2,-1,-1,-1,-1,-1,1
2025-04-14,TSLA,252.35,SELL,0.7,40,256.15,46.7,28.74,-7.31,-8.21,-9.82,1.61,294.09,256.15,218.2,2,-1,-1,-1,-1,-1,1
2025-04-11,TSLA,252.31,SELL,0.7,40,255.43,46.84,28.37,-16.43,-8.36,-9.86,1.5,294.17,255.43,216.69,2,-1,-1,-1,-1,-1,1
2025-04-10,TSLA,252.4,HOLD,0.5,20,255.31,46.86,29.4,-11.55,-8.81,-10.24,1.42,294.1,255.31,216.52,2,0,1,0,-1,-1,-1
2025-04-09,TSLA,272.2,BUY,0.7,30,254.73,51.82,30.51,14.17,-9.27,-10.59,1.33,294.02,254.73,215.43,2,1,2,2,1,1,1
2025-04-08,TSLA,221.86,SELL,0.9,40,253.52,35.64,32.71,-95.49,-12.18,-11.54,-0.64,292.07,253.52,214.97,2,-2,-2,-2,-2,-1,-2
2025-04-07,TSLA,233.29,SELL,0.9,40,253.96,38.17,30.43,-81.64,-10.59,-12.12,1.53,291.24,253.96,216.67,2,-2,-2,-2,-1,-2,-2
2025-04-04,TSLA,239.43,SELL,0.9,40,253.4,39.59,30.06,-30.46,-9.34,-13.09,3.75,292.21,253.4,214.59,2,-2,-2,-2,-1,-2,-1
2025-04-03,TSLA,267.28,HOLD,0.6,20,254.56,47.26,30.53,60.82,-7.76,-14.03,6.27,293.02,254.56,216.11,2,-2,-2,-2,-1,-2,-2
2025-04-02,TSLA,282.76,SELL,0.8,40,254.37,52.52,32.18,81.32,-8.47,-15.6,7.13,292.61,254.37,216.13,2,-2,-1,-1,-2,-2,1
2025-04-01,TSLA,268.46,SELL,0.9,40,254.19,47.16,37.11,61.13,-11.7,-18.54,6.84,291.91,254.19,216.46,2,-2,-2,-2,-1,-2,-1
2025-03-31,TSLA,259.16,SELL,0.8,40,254.37,43.68,36.38,2.32,-12.98,-19.9,6.92,292.39,254.37,216.34,2,-2,-2,-2,-1,-2,-1
2025-03-28,TSLA,263.55,SELL,0.7,40,255.64,45.11,33.23,41.42,-13.55,-21.36,7.82,295.87,255.64,215.41,2,-1,-1,-1,-1,-1,1
2025-03-27,TSLA,273.13,BUY,0.7,30,257.11,48.05,35.36,78.31,-14.7,-23.32,8.62,300.42,257.11,213.8,2,1,2,2,1,1,0
2025-03-26,TSLA,272.06,HOLD,0.6,20,257.55,47.7,37.88,60.22,-16.93,-25.47,8.55,301.68,257.55,213.43,2,-1,-1,-1,-1,-1,1
2025-03-25,TSLA,288.14,SELL,0.8,40,258.49,52.55,43.1,79.71,-19.81,-28.11,8.3,304.56,258.49,212.42,2,-2,-1,-1,-2,-1,-1
2025-03-24,TSLA,278.39,SELL,0.9,40,259.22,49.49,46.86,35.9,-24.62,-30.49,5.87,307.57,259.22,210.88,2,-2,-2,-2,-2,-2,-2
2025-03-21,TSLA,248.71,HOLD,0.6,20,261.83,38.49,50.83,-47.92,-29.58,-32.51,2.93,318.87,261.83,204.79,1,-1,-1,-1,-1,-1,1
2025-03-20,TSLA,236.26,SELL,0.9,40,266.28,32.89,52.24,-76.06,-31.91,-33.24,1.33,331.81,266.28,200.75,2,-2,-2,-2,-2,-1,-1
2025-03-19,TSLA,235.86,SELL,0.9,40,272.19,32.71,52.78,-80.49,-33.15,-33.57,0.42,346.54,272.19,197.85,1,-1,-1,-1,-1,-1,1
2025-03-18,TSLA,225.31,SELL,0.9,40,278.43,27.88,55.45,-104.59,-34.33,-33.73,-0.6,360.09,278.43,196.76,2,-2,-1,-1,-1,-1,1
2025-03-17,TSLA,238.01,HOLD,0.7,30,284.87,30.61,48.38,-89.32,-33.56,-32.7,-0.86,369.04,284.87,200.69,2,-2,-1,-1,-1,-1,1
2025-03-14,TSLA,249.98,HOLD,0.7,30,290.76,33.56,38.85,-79.73,-33.64,-31.86,-1.78,377.44,290.76,204.07,1,-1,0,-1,-1,-1,1
2025-03-13,TSLA,240.68,HOLD,0.7,30,296.06,29.47,38.21,-97.75,-34.96,-31.41,-3.55,385.05,296.06,207.07,1,-1,-1,-1,0,-1,1
2025-03-12,TSLA,248.09,SELL,0.9,40,300.85,30.88,37.24,-95.72,-35.19,-30.53,-4.66,387.69,300.85,214.01,2,-2,-2,-2,-1,-2,-1
2025-03-11,TSLA,230.58,HOLD,0.7,30,304.87,23.04,36.08,-140.22,-35.34,-28.86,-6.48,388.97,304.87,220.77,1,0,1,1,0,0,0
2025-03-10,TSLA,222.15,SELL,0.9,30,310.88,18.81,33.92,-152.57,-33.7,-27.24,-6.46,389.9,310.88,231.85,1,-1,-1,-1,-1,-1,1
2025-03-07,TSLA,262.67,HOLD,0.7,30,317.85,24.77,36.64,-119.04,-30.93,-26.59,-4.33,388.5,317.85,247.2,1,1,1,1,1,1,0
2025-03-06,TSLA,263.45,SELL,0.9,40,323.43,24.92,35.11,-124.81,-30.26,-25.51,-4.75,393.4,323.43,253.46,2,-2,-2,-2,-1,-2,-1
2025-03-05,TSLA,279.1,SELL,0.9,40,329.17,27.93,33.71,-123.2,-29.05,-24.32,-4.73,397.31,329.17,261.02,2,-2,-2,-2,-2,-2,-2
2025-03-04,TSLA,272.04,HOLD,0.7,30,334.82,24.1,27.76,-149.55,-28.65,-23.02,-5.64,404.17,334.82,265.47,1,-1,-1,-1,-1,-1,1
2025-03-03,TSLA,284.65,HOLD,0.7,30,340.4,27.41,23.76,-134.96,-25.54,-19.38,-6.15,406.54,340.4,274.27,1,-1,-1,-1,0,-1,1
2025-02-28,TSLA,292.98,HOLD,0.7,30,346.4,28.68,27.97,-158.23,-26.05,-20.13,-5.91,412.98,346.4,279.83,1,-1,0,-1,-1,-1,0
2025-02-27,TSLA,281.95,SELL,0.9,40,351.77,22.84,25.96,-188.34,-25.04,-18.66,-6.39,417.55,351.77,285.99,2,-2,-2,-2,-1,-2,-1
2025-02-26,TSLA,290.8,HOLD,0.7,30,357.12,24.33,23.99,-188.67,-22.27,-17.06,-5.21,416.42,357.12,297.83,0,0,0,0,0,0,0
2025-02-25,TSLA,302.8,SELL,0.9,40,362.49,26.33,24.83,-170.09,-20.05,-16.7,-3.36,415.94,362.49,309.04,2,-2,-2,-2,-1,-2,-1
2025-02-24,TSLA,330.53,SELL,0.8,40,367.21,32.14,28.69,-117.05,-18.44,-17.38,-1.06,415.12,367.21,319.29,1,-1,-1,-1,-1,-1,1
2025-02-21,TSLA,337.8,HOLD,0.7,20,371.01,34.86,18.72,-95.3,-16.45,-15.55,-0.91,418.75,371.01,323.27,0,0,0,0,0,0,0
2025-02-20,TSLA,354.4,HOLD,0.7,20,374.74,39.82,18.01,-64.54,-15.73,-15.32,-0.41,423.16,374.74,326.31,0,0,0,0,0,0,0
2025-02-19,TSLA,360.56,SELL,0.8,40,377.77,41.87,17.87,-54.85,-16.26,-15.22,-1.04,428.28,377.77,327.26,1,-1,-1,-1,0,-1,1
2025-02-18,TSLA,354.11,SELL,0.8,40,380.95,39.11,18.72,-79.85,-16.79,-14.26,-2.53,434.62,380.95,327.28,1,-1,-1,-1,-1,-1,1
2025-02-17,TSLA,355.84,SELL,0.8,40,384.57,39.33,19.05,-86.58,-18.05,-14.77,-3.28,440.24,384.57,328.9,1,-1,-1,-1,0,-1,1
2025-02-14,TSLA,355.84,SELL,0.8,40,384.57,39.01,20.96,-86.58,-19.42,-16.54,-2.88,440.24,384.57,328.9,2,-2,-1,-1,-1,-2,-1
2025-02-13,TSLA,355.94,HOLD,0.7,30,387.47,39.04,20.65,-105.46,-20.04,-15.82,-4.23,442.89,387.47,332.05,1,0,0,0,0,0,0
2025-02-12,TSLA,336.51,HOLD,0.7,30,391.08,30.39,20.08,-165.75,-20.56,-14.76,-5.8,447.23,391.08,334.94,0,0,0,0,0,0,0
2025-02-11,TSLA,328.5,HOLD,0.7,30,394.07,27.23,12.7,-211.61,-17.55,-11.4,-6.15,444.34,394.07,343.81,2,-2,-2,-2,-2,-2,-2
2025-02-10,TSLA,350.73,SELL,0.9,40,397.81,32.46,10.39,-183.23,-13.34,-8.58,-4.76,438.16,397.81,357.47,2,-2,-2,-2,-2,-2,-2
2025-02-07,TSLA,361.62,SELL,0.8,40,400.02,36.0,9.68,-153.01,-9.86,-5.71,-4.15,434.17,400.02,365.86,1,-1,-1,-1,-1,-1,-1
2025-02-06,TSLA,374.32,SELL,0.8,40,401.68,39.53,9.28,-156.83,-7.92,-4.67,-3.25,431.11,401.68,372.25,1,-1,-1,-1,-1,-1,1
2025-02-05,TSLA,378.17,SELL,0.7,40,402.68,40.65,8.51,-126.78,-6.62,-3.86,-2.77,429.57,402.68,375.8,1,-1,-1,-1,0,-1,0
2025-02-04,TSLA,392.21,SELL,0.7,40,404.33,44.98,10.03,-92.28,-5.23,-3.15,-2.08,428.94,404.33,379.71,2,-2,-1,-1,-1,-1,-1
2025-02-03,TSLA,383.68,SELL,0.7,40,405.24,41.99,12.63,-143.15,-3.82,-1.34,-2.48,429.34,405.24,381.14,2,-1,-1,-1,-1,-1,-1
2025-01-31,TSLA,404.6,SELL,0.7,40,405.02,49.34,15.88,22.24,-1.65,0.31,-1.96,429.97,405.02,380.07,2,-2,-1,-1,-1,-2,1
2025-01-30,TSLA,400.28,SELL,0.7,40,404.98,47.68,16.37,-38.23,-1.77,0.79,-2.56,429.93,404.98,380.03,2,-1,-1,-1,-1,-1,1
2025-01-29,TSLA,389.1,SELL,0.7,40,405.84,43.19,17.3,-92.62,-1.45,1.44,-2.89,431.26,405.84,380.42,2,-1,-1,-1,-1,0,1
2025-01-28,TSLA,398.09,HOLD,0.6,20,407.97,46.44,20.48,-76.98,0.73,3.11,-2.38,434.52,407.97,381.41,0,0,0,0,0,0,0
2025-01-27,TSLA,397.15,SELL,0.8,40,410.77,46.08,21.73,-72.22,1.85,3.7,-1.85,443.64,410.77,377.89,1,-1,-1,-1,-1,-1,1
2025-01-24,TSLA,406.58,SELL,0.7,40,414.02,49.29,20.82,-18.83,3.74,5.01,-1.27,453.16,414.02,374.89,1,-1,-1,-1,0,-1,0
2025-01-23,TSLA,412.38,HOLD,0.6,20,415.23,51.21,21.98,-5.62,4.68,5.33,-0.65,454.85,415.23,375.6,1,1,1,1,1,1,0
2025-01-22,TSLA,415.11,HOLD,0.6,20,415.66,52.09,23.05,14.23,5.22,5.49,-0.27,455.34,415.66,375.98,1,0,0,0,0,0,0
2025-01-21,TSLA,424.07,HOLD,0.6,20,416.71,54.69,24.57,17.74,4.77,4.85,-0.07,457.38,416.71,376.04,0,0,0,0,0,0,0
2025-01-20,TSLA,426.5,HOLD,0.6,20,417.51,55.68,27.72,38.59,4.87,6.09,-1.22,459.35,417.51,375.68,0,0,0,0,0,0,0
2025-01-17,TSLA,426.5,HOLD,0.6,20,417.51,55.65,28.45,38.59,4.88,6.36,-1.48,459.35,417.51,375.68,0,0,0,0,0,0,0
2025-01-16,TSLA,413.82,SELL,0.8,40,420.18,52.43,28.98,-16.8,3.83,6.73,-2.9,470.01,420.18,370.35,2,-1,-1,-1,-1,-1,-1
2025-01-15,TSLA,428.22,HOLD,0.6,20,422.64,56.79,30.22,-4.29,3.72,7.45,-3.73,475.73,422.64,369.56,0,0,0,0,0,0,0
2025-01-14,TSLA,396.36,HOLD,0.6,20,423.04,48.24,34.04,-56.55,3.0,9.59,-6.59,476.41,423.04,369.68,1,0,0,0,1,-1,-1
2025-01-13,TSLA,403.31,SELL,0.9,40,424.13,50.5,35.27,-89.22,4.67,11.99,-7.32,476.15,424.13,372.12,2,-2,-2,-2,-1,-2,1
2025-01-10,TSLA,394.74,HOLD,0.5,20,425.2,47.32,25.46,-115.36,3.57,11.42,-7.86,476.33,425.2,374.07,0,0,0,0,0,0,0
2025-01-09,TSLA,394.94,SELL,0.7,40,425.52,47.37,26.92,-104.61,5.19,13.38,-8.19,475.97,425.52,375.06,2,-1,-1,-1,-1,-1,1
2025-01-08,TSLA,394.94,BUY,0.5,60,425.52,47.37,26.92,-104.61,5.19,13.38,-8.19,475.97,425.52,375.06,2,1,1,1,2,1,0
2025-01-07,TSLA,394.36,HOLD,0.5,20,425.26,47.65,33.91,-87.14,8.56,17.15,-8.59,476.38,425.26,374.13,2,-1,-1,-1,0,-1,-1
2025-01-06,TSLA,411.05,SELL,0.8,40,425.0,52.1,40.12,-36.97,12.32,20.74,-8.42,476.79,425.0,373.21,2,-2,-1,-1,-1,-1,1
2025-01-03,TSLA,410.44,SELL,0.9,40,422.92,52.59,47.23,-63.35,16.28,25.95,-9.67,479.86,422.92,365.98,2,-2,-2,-2,-1,-2,-1
2025-01-02,TSLA,379.28,SELL,0.8,40,420.3,45.09,50.33,-101.46,18.28,28.37,-10.09,483.77,420.3,356.83,2,-1,-1,-1,0,-1,1
2025-01-01,TSLA,403.84,SELL,0.8,40,418.9,50.99,53.98,-17.2,23.75,30.89,-7.14,486.97,418.9,350.84,1,-1,-1,-1,0,-1,-1
