date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change
2025-03-03,NFLX,973.7,HOLD,0.8,10,1007.99,47.43,29.54,-95.88,8.29,19.4,-11.11,1060.2,1007.99,955.78,0,0,0,0,0,0,0
2025-02-28,NFLX,980.56,HOLD,0.8,10,1008.14,48.98,28.24,-110.31,10.22,21.22,-10.99,1059.97,1008.14,956.32,0,0,0,0,0,0,0
2025-02-27,NFLX,963.07,SELL,0.8,20,1007.78,44.14,28.93,-107.85,12.59,23.97,-11.37,1060.47,1007.78,955.08,0,0,0,0,0,0,0
2025-02-26,NFLX,990.06,SELL,0.8,20,1008.53,51.07,29.8,-62.69,17.21,26.81,-9.6,1059.03,1008.53,958.03,1,-1,-1,-1,-1,-1,1
2025-02-25,NFLX,977.24,HOLD,0.8,10,1007.62,47.32,29.69,-99.2,19.74,28.6,-8.86,1060.04,1007.62,955.2,0,0,0,0,0,0,0
2025-02-24,NFLX,988.47,HOLD,0.8,10,1007.35,50.07,27.74,-34.12,23.57,29.51,-5.94,1060.44,1007.35,954.26,0,0,0,0,0,0,0
2025-02-21,NFLX,1003.15,HOLD,0.8,10,1006.81,54.43,35.65,16.28,28.56,31.64,-3.08,1060.87,1006.81,952.74,0,0,0,0,0,0,0
2025-02-20,NFLX,1024.54,HOLD,0.8,10,1005.89,61.34,37.32,67.29,32.34,32.41,-0.07,1060.79,1005.89,951.0,0,0,0,0,0,0,0
2025-02-19,NFLX,1043.33,HOLD,0.8,10,1002.37,68.43,38.11,99.41,34.52,32.43,2.09,1060.96,1002.37,943.77,0,0,0,0,0,0,0
2025-02-18,NFLX,1035.85,HOLD,0.8,10,993.68,67.05,40.94,112.78,35.01,31.99,3.02,1073.16,993.68,914.2,0,0,0,0,0,0,0
2025-02-17,NFLX,1058.6,HOLD,0.8,10,984.79,76.77,42.04,150.24,36.13,31.65,4.48,1081.35,984.79,888.24,0,0,0,0,0,0,0
2025-02-14,NFLX,1058.6,HOLD,0.8,10,984.79,76.05,42.18,150.24,35.26,29.98,5.28,1081.35,984.79,888.24,0,0,0,0,0,0,0
2025-02-13,NFLX,1043.69,HOLD,0.8,10,973.98,73.79,41.62,123.55,33.31,28.66,4.65,1082.71,973.98,865.25,0,0,0,0,0,0,0
2025-02-12,NFLX,1027.31,BUY,0.9,30,964.21,71.01,41.51,84.0,31.86,27.5,4.36,1080.96,964.21,847.47,2,2,1,1,2,2,1
2025-02-11,NFLX,1008.08,HOLD,0.8,10,954.27,67.24,42.57,73.44,31.32,26.2,5.12,1081.26,954.27,827.28,0,0,0,0,0,0,0
2025-02-10,NFLX,1027.6,HOLD,0.8,10,945.88,76.48,43.34,91.68,31.66,23.94,7.72,1079.53,945.88,812.22,1,-1,0,0,0,0,0
2025-02-07,NFLX,1013.93,HOLD,0.8,10,936.38,74.0,40.38,85.31,30.58,22.15,8.43,1072.43,936.38,800.34,0,0,0,0,0,0,0
2025-02-06,NFLX,1015.68,HOLD,0.8,10,929.43,74.88,39.88,87.57,29.52,20.05,9.48,1063.1,929.43,795.77,0,0,0,0,0,0,0
2025-02-05,NFLX,1011.11,HOLD,0.8,10,922.61,74.13,39.66,86.85,27.57,17.68,9.89,1051.83,922.61,793.39,0,0,0,0,0,0,0
2025-02-03,NFLX,978.94,HOLD,0.8,10,910.45,67.76,37.58,76.47,23.01,12.38,10.63,1029.51,910.45,791.4,0,0,0,0,0,0,0
2025-01-31,NFLX,976.76,HOLD,0.7,10,905.84,67.54,32.07,90.36,22.93,11.46,11.47,1021.01,905.84,790.68,0,0,0,0,0,0,0
2025-01-30,NFLX,973.24,HOLD,0.7,10,901.57,66.86,31.26,102.51,21.55,8.6,12.95,1012.15,901.57,791.0,0,0,0,0,0,0,0
2025-01-29,NFLX,978.15,HOLD,0.7,10,897.93,68.74,30.38,118.66,19.84,5.36,14.48,1003.51,897.93,792.35,0,0,0,0,0,0,0
2025-01-28,NFLX,971.83,HOLD,0.7,10,894.4,67.77,27.68,123.54,17.43,2.58,14.85,993.54,894.4,795.26,2,1,1,1,1,1,0
2025-01-27,NFLX,971.89,HOLD,0.7,10,892.02,67.79,26.9,142.12,14.07,-1.13,15.2,985.74,892.02,798.3,2,2,1,1,1,2,0
2025-01-24,NFLX,977.59,HOLD,0.7,10,890.03,69.86,28.04,169.24,10.69,-3.15,13.84,978.42,890.03,801.63,2,2,2,2,1,2,0
2025-01-23,NFLX,984.86,HOLD,0.7,10,886.72,72.22,26.7,194.71,4.32,-6.61,10.92,966.27,886.72,807.17,1,1,1,1,0,1,0
2025-01-22,NFLX,953.99,BUY,0.9,30,882.93,67.95,25.28,213.73,-4.62,-9.34,4.72,949.59,882.93,816.27,2,2,2,2,2,2,1
2025-01-21,NFLX,869.68,HOLD,0.8,10,880.33,46.7,26.33,-4.06,-14.62,-12.81,-1.81,939.32,880.33,821.34,2,2,2,2,2,2,1
2025-01-20,NFLX,858.1,HOLD,0.7,10,881.33,42.05,28.77,-68.78,-16.43,-12.21,-4.22,940.24,881.33,822.42,1,1,1,1,1,1,0
2025-01-17,NFLX,858.1,HOLD,0.8,10,881.33,43.24,25.65,-68.78,-14.03,-8.78,-5.25,940.24,881.33,822.42,2,0,2,0,1,0,-1
2025-01-16,NFLX,842.37,SELL,0.8,20,884.38,36.37,25.95,-98.01,-14.76,-7.47,-7.29,944.47,884.38,824.28,2,-1,-1,-1,-1,-1,1
2025-01-15,NFLX,848.26,HOLD,0.8,10,888.31,37.97,26.26,-133.36,-13.87,-5.65,-8.22,947.18,888.31,829.44,0,0,0,0,0,0,0
2025-01-14,NFLX,828.4,HOLD,0.8,10,891.84,28.86,26.59,-188.93,-11.94,-2.01,-9.93,949.13,891.84,834.56,0,0,0,0,0,0,0
2025-01-13,NFLX,840.29,HOLD,0.8,10,896.7,31.43,23.71,-206.57,-9.39,-0.43,-8.96,947.78,896.7,845.62,0,0,0,0,0,0,0
2025-01-10,NFLX,837.69,HOLD,0.8,10,901.51,30.99,24.96,-220.09,-4.88,4.15,-9.03,948.4,901.51,854.63,0,0,0,0,0,0,0
2025-01-09,NFLX,875.0,HOLD,0.7,10,905.3,41.88,23.69,-129.9,-0.58,6.41,-6.98,942.1,905.3,868.5,0,0,0,0,0,0,0
2025-01-08,NFLX,875.0,HOLD,0.7,10,905.3,41.88,23.69,-129.9,-0.58,6.41,-6.98,942.1,905.3,868.5,0,0,0,0,0,0,0
2025-01-07,NFLX,879.19,HOLD,0.6,10,907.23,43.77,24.8,-145.86,1.63,8.9,-7.27,941.43,907.23,873.03,1,1,1,1,1,1,0
2025-01-06,NFLX,881.79,HOLD,0.6,10,910.01,44.71,25.32,-147.29,3.32,10.67,-7.34,943.67,910.01,876.35,2,1,1,1,1,1,0
2025-01-03,NFLX,881.05,SELL,0.7,20,911.81,45.33,29.27,-147.04,7.12,15.14,-8.02,943.01,911.81,880.62,2,-1,-1,-1,0,-1,-1
2025-01-02,NFLX,886.73,HOLD,0.5,10,913.31,47.29,30.71,-165.48,9.73,17.15,-7.41,941.15,913.31,885.48,1,1,1,1,1,1,0
2025-01-01,NFLX,891.32,HOLD,0.5,10,914.09,48.88,32.25,-130.65,12.35,19.0,-6.65,939.7,914.09,888.47,0,0,0,0,0,0,0
