date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change
2025-01-20,JNJ,143.57,BUY,0.7,40,141.29,52.84,37.35,191.84,-0.79,-1.44,0.65,143.97,141.29,138.61,0,0,0,0,0,0,0
2025-01-21,JNJ,144.66,BUY,0.7,40,141.46,56.2,40.76,197.95,-0.49,-1.23,0.73,144.51,141.46,138.4,0,0,0,0,0,0,0
2025-01-22,JNJ,141.85,HOLD,0.5,20,141.54,46.98,39.46,-32.35,-0.52,-1.12,0.6,144.55,141.54,138.53,2,0,1,0,0,0,0
2025-01-23,JNJ,143.19,HOLD,0.5,10,141.64,51.05,37.07,89.69,-0.41,-0.98,0.57,144.73,141.64,138.56,0,0,0,0,0,0,0
2025-01-27,JNJ,149.29,BUY,0.8,40,142.06,65.17,38.75,261.02,0.24,-0.63,0.87,146.64,142.06,137.49,0,0,0,0,0,0,0
2025-01-28,JNJ,146.84,BUY,0.8,80,142.3,57.9,37.48,198.5,0.49,-0.41,0.89,147.33,142.3,137.27,0,0,0,0,0,0,0
2025-01-29,JNJ,147.59,BUY,0.8,60,142.6,59.43,35.73,155.57,0.74,-0.17,0.91,148.11,142.6,137.08,0,0,0,0,0,0,0
2025-01-30,JNJ,149.27,BUY,0.8,60,143.06,62.63,35.16,173.57,1.06,0.08,0.98,149.15,143.06,136.97,0,0,0,0,0,0,0
2025-01-31,JNJ,148.57,BUY,0.7,40,143.43,60.48,34.63,139.99,1.24,0.31,0.93,149.91,143.43,136.95,0,0,0,0,0,0,0
2025-02-03,JNJ,148.29,BUY,0.7,40,143.81,60.51,28.89,105.3,1.57,0.84,0.73,150.49,143.81,137.14,0,0,0,0,0,0,0
2025-02-04,JNJ,149.88,BUY,0.8,60,144.27,63.79,27.83,114.04,1.76,1.04,0.72,151.28,144.27,137.25,1,1,1,1,1,1,0
2025-02-05,JNJ,151.05,BUY,0.7,40,144.81,65.99,29.71,124.05,1.95,1.22,0.73,152.16,144.81,137.45,0,0,0,0,0,0,0
2025-02-06,JNJ,149.9,BUY,0.7,40,145.16,61.95,29.79,102.49,2.01,1.38,0.63,152.77,145.16,137.55,0,0,0,0,0,0,0
2025-02-07,JNJ,149.52,BUY,0.7,40,145.69,60.63,29.51,84.86,1.99,1.5,0.49,152.96,145.69,138.42,0,0,0,0,0,0,0
2025-02-10,JNJ,150.61,BUY,0.7,40,146.28,63.72,25.12,80.95,2.2,1.83,0.37,153.11,146.28,139.46,0,0,0,0,0,0,0
2025-02-11,JNJ,152.45,HOLD,0.6,20,146.85,67.39,24.61,109.8,2.33,1.91,0.43,153.74,146.85,139.97,0,0,0,0,0,0,0
2025-02-12,JNJ,151.61,BUY,0.7,40,147.37,64.73,24.47,96.36,2.49,2.18,0.31,154.06,147.37,140.67,0,0,0,0,0,0,0
2025-02-13,JNJ,153.55,HOLD,0.6,20,147.97,68.51,25.93,127.72,2.64,2.27,0.36,154.62,147.97,141.31,0,0,0,0,0,0,0
2025-02-14,JNJ,152.47,BUY,0.7,40,148.38,64.4,27.29,115.35,2.63,2.34,0.29,155.08,148.38,141.67,0,0,0,0,0,0,0
2025-02-17,JNJ,152.47,BUY,0.7,40,148.38,64.75,27.86,115.35,2.66,2.41,0.24,155.08,148.38,141.67,0,0,0,0,0,0,0
2025-02-18,JNJ,152.55,BUY,0.7,40,148.83,64.79,29.52,90.18,2.58,2.41,0.17,155.38,148.83,142.27,0,0,0,0,0,0,0
2025-02-19,JNJ,155.41,HOLD,0.6,30,149.36,70.27,30.59,140.48,2.72,2.43,0.29,156.22,149.36,142.5,0,0,0,0,0,0,0
2025-02-20,JNJ,157.17,HOLD,0.6,30,150.13,73.11,31.79,178.73,2.97,2.54,0.43,156.88,150.13,143.37,0,0,0,0,0,0,0
2025-02-21,JNJ,159.75,HOLD,0.5,30,150.96,76.62,33.58,219.33,3.34,2.7,0.64,158.15,150.96,143.76,0,0,0,0,0,0,0
2025-02-24,JNJ,161.17,HOLD,0.6,30,151.85,78.32,33.79,221.86,3.69,2.89,0.8,159.46,151.85,144.24,0,0,0,0,0,0,0
2025-02-25,JNJ,163.48,SELL,0.7,30,152.56,80.88,36.73,210.01,4.14,3.18,0.96,161.59,152.56,143.52,1,-1,0,-1,0,-1,1
2025-02-26,JNJ,160.52,HOLD,0.6,30,153.24,70.34,42.15,144.63,4.28,3.5,0.78,162.51,153.24,143.97,0,0,0,0,0,0,0
2025-02-27,JNJ,161.16,HOLD,0.6,30,153.92,71.24,42.46,115.55,4.31,3.66,0.65,163.42,153.92,144.42,0,0,0,0,0,0,0
2025-02-28,JNJ,162.43,HOLD,0.6,30,154.58,73.0,43.12,118.64,4.39,3.81,0.59,164.51,154.58,144.64,0,0,0,0,0,0,0
2025-03-03,JNJ,164.65,HOLD,0.6,30,155.38,75.83,42.29,126.57,4.56,3.93,0.63,165.83,155.38,144.93,0,0,0,0,0,0,0
2025-03-04,JNJ,162.82,HOLD,0.6,20,156.11,69.43,43.8,116.07,4.51,4.04,0.47,166.5,156.11,145.71,0,0,0,0,0,0,0
2025-03-05,JNJ,162.52,BUY,0.8,30,156.74,68.53,45.64,81.4,4.42,4.14,0.28,167.08,156.74,146.4,2,1,1,1,2,1,1
2025-03-07,JNJ,164.07,HOLD,0.5,10,158.06,70.99,46.23,86.26,4.29,4.2,0.09,168.22,158.06,147.89,0,0,0,0,0,0,0
2025-03-10,JNJ,165.06,SELL,0.8,30,158.83,73.17,52.03,100.65,4.35,4.32,0.03,168.64,158.83,149.03,1,-1,-1,-1,-1,-1,1
2025-03-11,JNJ,163.25,BUY,0.7,40,159.46,66.17,51.42,65.97,4.15,4.29,-0.14,168.68,159.46,150.25,2,1,1,1,1,1,0
2025-03-12,JNJ,160.29,HOLD,0.5,10,159.86,56.37,48.18,14.91,3.61,4.04,-0.43,168.49,159.86,151.22,0,0,0,0,0,0,0
2025-03-13,JNJ,160.43,BUY,0.7,40,160.3,56.68,46.66,13.82,3.24,3.88,-0.64,168.06,160.3,152.53,1,1,1,1,1,1,1
2025-03-14,JNJ,160.25,HOLD,0.5,10,160.63,56.12,44.6,-16.26,2.9,3.68,-0.79,167.75,160.63,153.51,0,0,0,0,0,0,0
2025-03-17,JNJ,160.28,HOLD,0.5,10,161.02,55.77,39.49,-20.23,2.47,3.31,-0.84,167.09,161.02,154.95,0,0,0,0,0,0,0
2025-03-18,JNJ,161.67,HOLD,0.5,10,161.48,59.57,38.08,4.62,2.35,3.16,-0.81,166.14,161.48,156.82,0,0,0,0,0,0,0
2025-03-19,JNJ,160.43,HOLD,0.6,20,161.73,55.0,36.28,-40.68,2.07,2.89,-0.82,165.51,161.73,157.94,1,1,0,1,1,1,1
2025-03-20,JNJ,160.46,HOLD,0.6,20,161.89,55.09,34.89,-75.09,1.86,2.69,-0.82,165.12,161.89,158.67,1,1,1,1,1,1,1
2025-03-21,JNJ,161.06,HOLD,0.6,20,161.96,56.89,33.9,-50.36,1.73,2.49,-0.77,165.06,161.96,158.86,1,1,1,1,1,1,0
2025-03-24,JNJ,160.72,HOLD,0.5,20,161.94,55.84,43.61,-50.67,1.62,2.38,-0.76,165.06,161.94,158.81,1,1,1,1,1,1,0
2025-03-26,JNJ,159.18,HOLD,0.6,20,161.62,49.11,33.86,-111.67,0.86,1.63,-0.77,165.14,161.62,158.1,2,2,1,1,1,2,1
2025-03-27,JNJ,160.56,HOLD,0.6,20,161.59,53.83,32.69,-57.61,0.81,1.46,-0.65,165.14,161.59,158.05,2,2,2,2,1,2,1
2025-03-28,JNJ,161.14,SELL,0.8,40,161.53,55.66,31.77,-18.36,0.81,1.33,-0.52,165.06,161.53,158.0,2,-2,-1,-1,-1,-2,-1
2025-03-31,JNJ,163.23,SELL,0.7,30,161.46,61.77,30.76,66.23,0.95,1.24,-0.29,164.78,161.46,158.13,1,-1,-1,-1,0,-1,-1
2025-04-01,JNJ,150.84,SELL,0.9,40,160.86,33.03,30.57,-313.64,0.1,1.05,-0.94,166.5,160.86,155.22,2,-2,-2,-2,-1,-2,-2
2025-04-02,JNJ,152.92,HOLD,0.5,20,160.38,38.25,33.43,-282.91,-0.41,0.77,-1.18,166.93,160.38,153.83,1,0,0,0,1,0,0
2025-04-03,JNJ,157.31,HOLD,0.5,20,160.08,47.53,31.16,-111.86,-0.46,0.52,-0.99,166.63,160.08,153.54,1,1,1,1,0,1,1
2025-04-04,JNJ,150.83,HOLD,0.5,20,159.42,38.37,30.1,-190.37,-1.02,0.21,-1.23,166.84,159.42,152.0,1,1,1,1,1,1,1
2025-04-07,JNJ,148.25,HOLD,0.5,20,158.58,35.27,28.37,-240.41,-1.7,-0.25,-1.45,166.99,158.58,150.17,1,1,1,1,1,1,0
2025-04-08,JNJ,147.64,HOLD,0.5,20,157.8,34.62,29.18,-181.19,-2.2,-0.63,-1.58,167.17,157.8,148.42,1,1,1,1,1,1,1
2025-04-09,JNJ,148.6,SELL,0.9,40,157.21,36.56,30.56,-171.75,-2.55,-1.07,-1.49,167.32,157.21,147.1,2,-2,-2,-2,-1,-2,1
2025-04-10,JNJ,146.35,HOLD,0.5,20,156.51,33.87,31.08,-144.58,-2.94,-1.44,-1.5,167.54,156.51,145.48,1,-1,-1,-1,0,-1,-1
2025-04-11,JNJ,149.34,SELL,0.8,40,155.96,40.19,31.22,-96.92,-2.97,-1.75,-1.22,167.28,155.96,144.65,1,-1,-1,-1,0,-1,-1
2025-04-14,JNJ,151.93,HOLD,0.5,20,155.55,44.83,27.61,-56.85,-2.86,-2.1,-0.76,166.81,155.55,144.28,1,0,0,0,1,0,0
2025-04-15,JNJ,151.2,HOLD,0.5,20,155.02,43.82,26.42,-43.97,-2.67,-2.17,-0.5,166.07,155.02,143.98,2,1,1,1,1,1,-1
2025-04-16,JNJ,151.49,HOLD,0.5,20,154.58,44.38,27.17,-40.3,-2.5,-2.25,-0.26,165.44,154.58,143.72,2,1,1,1,1,1,1
2025-04-17,JNJ,154.99,HOLD,0.5,10,154.3,50.98,25.4,3.91,-2.06,-2.21,0.15,164.83,154.3,143.78,0,0,0,0,0,0,0
2025-04-18,JNJ,154.99,HOLD,0.6,20,154.3,50.98,25.4,3.91,-2.06,-2.21,0.15,164.83,154.3,143.78,1,1,0,0,0,1,1
2025-04-21,JNJ,154.45,BUY,0.7,40,153.97,49.61,21.11,6.97,-1.91,-2.36,0.45,164.03,153.97,143.91,1,1,1,1,1,1,0
2025-04-22,JNJ,155.27,BUY,0.8,60,153.7,50.93,18.2,23.43,-1.66,-2.34,0.68,163.3,153.7,144.1,2,2,2,2,2,2,1
2025-04-23,JNJ,152.94,HOLD,0.5,10,153.42,46.38,16.83,-3.55,-1.6,-2.25,0.65,162.77,153.42,144.08,0,0,0,0,0,0,0
2025-04-24,JNJ,152.49,HOLD,0.5,10,153.09,45.57,16.59,-13.33,-1.52,-2.1,0.58,162.06,153.09,144.12,0,0,0,0,0,0,0
2025-04-25,JNJ,152.15,HOLD,0.6,20,152.67,44.92,16.6,-21.85,-1.47,-1.98,0.51,160.96,152.67,144.38,1,1,1,1,1,1,1
2025-04-28,JNJ,152.91,HOLD,0.5,20,152.26,46.71,16.63,9.87,-1.35,-1.87,0.51,159.59,152.26,144.93,1,0,0,0,0,0,0
2025-04-29,JNJ,153.46,HOLD,0.5,20,151.77,47.92,15.84,47.47,-1.25,-1.81,0.56,157.15,151.77,146.39,0,0,0,0,0,0,0
2025-04-30,JNJ,153.85,BUY,0.8,60,151.92,48.66,15.68,68.44,-1.17,-1.8,0.63,157.36,151.92,146.48,2,2,1,1,1,2,1
2025-05-01,JNJ,152.03,HOLD,0.6,20,151.87,44.37,15.23,6.22,-1.17,-1.67,0.51,157.29,151.87,146.45,1,1,1,1,1,1,1
2025-05-02,JNJ,153.67,SELL,0.7,30,151.69,48.74,14.28,62.66,-1.02,-1.54,0.52,156.59,151.69,146.79,1,-1,-1,-1,0,-1,-1
2025-05-05,JNJ,152.56,HOLD,0.5,20,151.78,46.22,15.48,48.34,-0.94,-1.39,0.45,156.67,151.78,146.88,1,0,0,0,0,0,0
2025-05-06,JNJ,152.04,HOLD,0.5,20,151.97,44.86,19.08,18.09,-0.97,-1.34,0.37,156.59,151.97,147.35,1,1,1,1,1,1,1
2025-05-07,JNJ,154.83,HOLD,0.5,20,152.33,52.15,20.61,77.16,-0.78,-1.27,0.49,156.65,152.33,148.0,0,0,0,0,0,0,0
2025-05-08,JNJ,153.21,HOLD,0.5,20,152.56,48.11,19.21,44.1,-0.71,-1.16,0.44,156.54,152.56,148.57,1,1,0,0,0,1,0
2025-05-09,JNJ,151.79,HOLD,0.5,20,152.83,44.83,18.26,-24.68,-0.77,-1.08,0.31,155.66,152.83,150.0,1,0,0,0,1,0,0
2025-05-12,JNJ,151.72,SELL,0.8,40,152.95,45.11,15.04,-109.46,-0.65,-0.78,0.13,155.35,152.95,150.55,2,-2,-2,-2,-2,-1,1
2025-05-13,JNJ,146.11,SELL,0.8,40,152.66,34.31,14.52,-303.69,-1.12,-0.83,-0.29,156.47,152.66,148.84,1,-1,-1,-1,-1,-1,1
2025-05-14,JNJ,144.06,HOLD,0.5,20,152.3,31.35,16.44,-314.26,-1.65,-0.99,-0.66,157.63,152.3,146.97,2,-1,-1,-1,-1,-1,1
2025-05-15,JNJ,147.26,HOLD,0.5,10,152.09,40.04,17.27,-190.43,-1.79,-1.15,-0.64,157.85,152.09,146.33,0,0,0,0,0,0,0
2025-05-16,JNJ,148.95,HOLD,0.5,10,151.79,44.08,17.29,-108.46,-1.75,-1.27,-0.48,157.54,151.79,146.03,0,0,0,0,0,0,0
2025-05-19,JNJ,150.09,SELL,0.7,30,151.57,46.66,18.2,-56.57,-1.6,-1.34,-0.26,157.23,151.57,145.9,1,-1,-1,-1,-1,-1,-1
2025-05-20,JNJ,151.24,SELL,0.7,30,151.37,49.18,19.15,-13.7,-1.4,-1.37,-0.02,156.77,151.37,145.96,2,-1,-1,-1,0,-1,-1
2025-05-21,JNJ,150.77,HOLD,0.6,20,151.26,48.18,18.96,-2.12,-1.23,-1.33,0.1,156.62,151.26,145.9,2,2,1,1,1,2,1
2025-05-22,JNJ,150.21,HOLD,0.5,10,151.15,46.92,18.52,-34.09,-1.14,-1.29,0.15,156.49,151.15,145.8,0,0,0,0,0,0,0
2025-05-23,JNJ,150.54,HOLD,0.6,20,151.06,47.77,18.06,-17.79,-1.03,-1.24,0.21,156.4,151.06,145.73,1,1,1,1,1,1,1
2025-05-26,JNJ,150.54,HOLD,0.5,20,151.06,47.74,19.44,-17.79,-1.03,-1.24,0.2,156.4,151.06,145.73,1,1,0,1,1,1,0
2025-05-27,JNJ,152.13,HOLD,0.5,10,151.03,51.8,19.23,32.08,-0.83,-1.18,0.35,156.32,151.03,145.74,0,0,0,0,0,0,0
2025-05-28,JNJ,151.32,BUY,0.7,40,150.92,49.36,21.57,22.37,-0.8,-1.21,0.41,156.09,150.92,145.74,1,1,1,1,0,1,0
2025-05-29,JNJ,152.46,HOLD,0.5,10,150.85,52.37,20.35,40.97,-0.59,-1.09,0.49,155.9,150.85,145.8,0,0,0,0,0,0,0
2025-05-30,JNJ,154.08,HOLD,0.6,20,150.95,56.33,19.22,93.35,-0.3,-0.93,0.63,156.17,150.95,145.73,0,0,0,0,0,0,0
2025-06-02,JNJ,154.27,BUY,0.7,40,150.98,57.77,14.96,83.83,0.13,-0.5,0.63,156.27,150.98,145.69,1,1,0,1,0,1,0
2025-06-03,JNJ,153.29,BUY,0.8,60,151.02,55.57,9.53,92.45,0.5,0.02,0.48,156.36,151.02,145.67,1,2,1,1,1,2,1
2025-06-04,JNJ,152.1,BUY,0.7,60,151.02,52.04,9.67,58.64,0.58,0.25,0.33,156.37,151.02,145.67,1,1,1,1,1,1,1
2025-06-05,JNJ,152.54,HOLD,0.5,20,150.91,53.36,9.09,53.48,0.57,0.31,0.26,156.02,150.91,145.8,0,0,0,0,0,0,0
2025-06-06,JNJ,153.9,BUY,0.7,40,150.94,57.3,9.4,105.99,0.67,0.38,0.29,156.12,150.94,145.76,0,0,0,0,0,0,0
2025-06-09,JNJ,154.1,SELL,0.7,30,151.06,58.28,19.22,105.85,0.83,0.55,0.28,156.41,151.06,145.71,1,-1,-1,-1,-1,-1,1
2025-06-10,JNJ,155.31,BUY,0.7,40,151.24,61.23,18.25,124.87,0.85,0.46,0.39,156.9,151.24,145.58,0,0,0,0,0,0,0
2025-06-11,JNJ,154.13,SELL,0.7,30,151.64,56.04,15.76,94.7,0.77,0.4,0.37,156.91,151.64,146.37,1,-1,-1,-1,0,-1,-1
2025-06-12,JNJ,155.52,BUY,0.8,60,152.21,60.04,16.3,112.75,0.89,0.5,0.39,156.45,152.21,147.97,1,1,1,1,1,1,0
2025-06-13,JNJ,155.96,BUY,0.8,60,152.65,61.24,17.22,131.98,1.01,0.6,0.41,156.54,152.65,148.75,1,1,1,1,1,1,0
2025-06-16,JNJ,154.09,BUY,0.7,40,152.9,53.35,13.3,64.51,0.82,0.5,0.32,156.45,152.9,149.36,1,1,1,1,1,1,0
2025-06-17,JNJ,151.27,SELL,0.7,30,152.96,44.55,12.77,-36.69,0.56,0.54,0.02,156.35,152.96,149.57,2,0,-1,-1,1,0,-1
2025-06-18,JNJ,149.63,HOLD,0.5,10,152.88,40.34,12.96,-121.99,0.21,0.48,-0.27,156.5,152.88,149.26,0,0,0,0,0,0,0
2025-06-19,JNJ,149.63,SELL,0.7,30,152.88,40.34,12.96,-121.99,0.21,0.48,-0.27,156.5,152.88,149.26,1,-1,-1,-1,0,-1,-1
2025-06-20,JNJ,148.7,HOLD,0.5,20,152.78,38.13,13.78,-164.26,-0.15,0.35,-0.5,156.74,152.78,148.82,1,1,1,1,1,1,0
2025-06-23,JNJ,150.22,HOLD,0.5,20,152.78,43.77,14.3,-129.87,-0.22,0.34,-0.57,156.73,152.78,148.82,1,1,1,1,1,1,1
2025-06-24,JNJ,151.08,HOLD,0.5,10,152.8,46.71,13.77,-83.4,-0.26,0.25,-0.51,156.71,152.8,148.9,0,0,0,0,0,0,0
2025-06-25,JNJ,151.17,HOLD,0.5,20,152.76,46.88,12.39,-75.84,-0.33,0.1,-0.43,156.71,152.76,148.8,1,1,1,1,1,1,0
2025-06-26,JNJ,150.9,HOLD,0.5,10,152.74,46.03,12.11,-64.67,-0.37,0.0,-0.37,156.73,152.74,148.74,0,0,0,0,0,0,0
2025-06-27,JNJ,151.3,SELL,0.7,30,152.68,47.55,12.12,-61.6,-0.37,-0.07,-0.3,156.72,152.68,148.64,1,-1,-1,-1,-1,-1,0
2025-06-30,JNJ,151.64,HOLD,0.5,10,152.56,49.04,11.79,-49.82,-0.3,-0.07,-0.23,156.57,152.56,148.55,0,0,0,0,0,0,0
